Date,Price,Open,High,Low,Vol.,Change %
"Feb 19, 2020",1649.5,1639.8,1641.4,1636.2,0.04K,0.51%
"Feb 18, 2020",1641.1,1617.3,1634.8,1617.3,0.07K,3.41%
"Feb 17, 2020",1587.05,1586.15,1588.45,1581.85,-,0.05%
"Feb 16, 2020",1586.25,1585.5,1586.25,1583.45,-,-2.33%
"Feb 14, 2020",1624.1,1601,1608.4,1597.3,0.03K,0.44%
"Feb 13, 2020",1617,1607.9,1608.1,1607.9,0.00K,0.45%
"Feb 12, 2020",1609.8,1590.8,1593.9,1587.5,2.05K,0.06%
"Feb 11, 2020",1608.8,1606.7,1606.9,1606.7,0.00K,-0.58%
"Feb 10, 2020",1618.2,1606.7,1606.7,1606.7,0.00K,0.33%
"Feb 07, 2020",1612.8,1591,1598.3,1588.4,0.00K,0.21%
"Feb 06, 2020",1609.5,1580.7,1592.4,1579.3,0.07K,0.46%
"Feb 05, 2020",1602.2,1579.4,1587,1573,2.05K,0.45%
"Feb 04, 2020",1595,1602.3,1602.3,1576,0.03K,-1.6%
"Feb 03, 2020",1621,1606,1606,1606,0.00K,-0.31%
"Jan 31, 2020",1626.1,1599.7,1615.3,1597.7,0.00K,-0.07%
"Jan 30, 2020",1627.3,1601.6,1612,1599,0.03K,0.79%
"Jan 29, 2020",1614.5,1594.5,1603.6,1589.3,0.03K,0.08%
"Jan 28, 2020",1613.2,1606.7,1607.1,1593.4,10.91K,-0.47%
"Jan 27, 2020",1620.8,1616.8,1617.8,1616.8,0.00K,0.33%
"Jan 24, 2020",1615.4,1595,1609.5,1595,0.05K,0.44%
"Jan 23, 2020",1608.3,1585,1593.5,1580.1,1.75K,0.54%
"Jan 22, 2020",1599.7,1583.1,1585.5,1577.6,0.07K,-0.08%
"Jan 21, 2020",1601,1595,1595,1595,0.00K,2.55%
"Jan 20, 2020",1561.25,1557.2,1562.7,1556.65,-,0.27%
"Jan 19, 2020",1557.05,1557.4,1559.05,1556.45,-,-2.89%
"Jan 17, 2020",1603.4,1578.6,1588,1577.1,1.54K,0.65%
"Jan 16, 2020",1593,1580.4,1583.4,1575,0.03K,-0.23%
"Jan 15, 2020",1596.6,1587.8,1587.8,1587.8,0.00K,0.57%
"Jan 14, 2020",1587.5,1573.2,1573.9,1563.4,1.76K,-0.39%
"Jan 13, 2020",1593.7,1586.8,1586.8,1574.9,2.70K,-0.6%
"Jan 10, 2020",1603.3,1577.6,1589.6,1574.1,0.11K,0.34%
"Jan 09, 2020",1597.8,1583,1587.5,1570.2,1.43K,-0.37%
"Jan 08, 2020",1603.8,1612.6,1638.4,1612.6,0.02K,-0.92%
"Jan 07, 2020",1618.7,1602.6,1602.6,1602.6,0.07K,0.33%
"Jan 06, 2020",1613.3,1608.2,1612.4,1600.3,0.01K,1.06%
"Jan 03, 2020",1596.4,1591,1592.1,1588.6,0.41K,1.55%
"Jan 02, 2020",1572.1,1548.7,1559.5,1548.2,1.25K,3.36%
"Jan 01, 2020",1520.95,1520.85,1523.95,1520.85,-,-2.98%
"Dec 31, 2019",1567.6,1546.7,1555,1546.4,0.67K,0.34%
"Dec 30, 2019",1562.3,1543.9,1545.5,1540.1,0.46K,0.07%
"Dec 27, 2019",1561.2,1540.7,1545,1540,0.29K,0.26%
"Dec 26, 2019",1557.1,1544.2,1544.2,1544.2,0.00K,3.53%
"Dec 25, 2019",1504.05,1504.4,1504.4,1502.15,-,-2.8%
"Dec 24, 2019",1547.3,1518.6,1530.1,1518.6,0.45K,1.05%
"Dec 23, 2019",1531.2,1510.7,1514.9,1510.7,0.39K,0.53%
"Dec 20, 2019",1523.1,1515.8,1515.8,1515.8,0.00K,-0.23%
"Dec 19, 2019",1526.6,1505.4,1510.4,1503.5,0.57K,0.37%
"Dec 18, 2019",1521,1506.4,1508.5,1501.7,1.56K,-0.16%
"Dec 17, 2019",1523.5,1505.8,1510,1505,0.21K,0.02%
"Dec 16, 2019",1523.2,1505.4,1509.4,1503.9,0.42K,0.01%
"Dec 13, 2019",1523,1493,1507.9,1493,0.47K,0.62%
"Dec 12, 2019",1513.6,1511.2,1514,1494.1,0.17K,-0.15%
"Dec 11, 2019",1515.8,1500,1507,1497.5,0.14K,0.46%
"Dec 10, 2019",1508.9,1490.6,1496,1489.7,0.14K,0.22%
"Dec 09, 2019",1505.6,1493.2,1493.2,1489.4,0.30K,0.09%
"Dec 06, 2019",1504.2,1509.6,1509.6,1497.2,0.01K,-1.15%
"Dec 05, 2019",1521.7,1513.8,1513.8,1513.8,0.00K,0.2%
"Dec 04, 2019",1518.7,1515.9,1515.9,1515.9,0.00K,-0.27%
"Dec 03, 2019",1522.8,1491.1,1510.3,1491.1,0.45K,1.03%
"Dec 02, 2019",1507.3,1494,1495.3,1485,0.17K,-0.23%
"Nov 29, 2019",1510.7,1488,1495.4,1484.2,0.19K,3.31%
"Nov 28, 2019",1462.25,1463.25,1464.55,1460.75,-,-2.42%
"Nov 27, 2019",1498.5,1489.2,1490.2,1483.9,0.22K,-0.41%
"Nov 26, 2019",1504.7,1484.3,1492,1481,0.31K,0.19%
"Nov 25, 2019",1501.8,1490.9,1492,1485.2,0.94K,-0.41%
"Nov 22, 2019",1508,1497.7,1502.3,1492,0.70K,0.03%
"Nov 21, 2019",1507.6,1505.5,1505.7,1494,0.49K,-0.69%
"Nov 20, 2019",1518.1,1505.5,1509.2,1498,0.69K,-0.07%
"Nov 19, 2019",1519.2,1511.5,1511.5,1511.5,0.00K,0.15%
"Nov 18, 2019",1516.9,1498.4,1502.8,1488.8,0.82K,0.22%
"Nov 15, 2019",1513.6,1496.3,1499.9,1495.9,0.07K,-0.32%
"Nov 14, 2019",1518.5,1495.1,1504.7,1494.8,0.84K,0.66%
"Nov 13, 2019",1508.5,1489.9,1498.1,1489.9,0.74K,0.66%
"Nov 12, 2019",1498.6,1487.8,1488.5,1480,0.93K,-0.25%
"Nov 11, 2019",1502.3,1494,1494,1480.1,0.73K,-0.54%
"Nov 08, 2019",1510.4,1500.5,1503,1488.8,0.35K,-0.09%
"Nov 07, 2019",1511.7,1510,1510,1510,0.00K,-1.67%
"Nov 06, 2019",1537.4,1534.7,1534.7,1534.7,0.00K,0.62%
"Nov 05, 2019",1528,1522.8,1522.8,1522.8,0.00K,-1.72%
"Nov 04, 2019",1554.8,1544.8,1544.8,1541,0.83K,0.03%
"Nov 01, 2019",1554.4,1542.1,1545,1538,0.20K,-0.16%
"Oct 31, 2019",1556.9,1527,1545,1527,0.17K,1.14%
"Oct 30, 2019",1539.4,1520.8,1526.5,1513.2,1.90K,0.38%
"Oct 29, 2019",1533.5,1524.2,1524.2,1515.5,0.22K,-0.34%
"Oct 28, 2019",1538.7,1552,1552,1552,0.00K,-0.58%
"Oct 25, 2019",1547.7,1548.8,1556.7,1548.8,0.00K,0.1%
"Oct 24, 2019",1546.2,1524.3,1534.7,1522,0.28K,0.59%
"Oct 23, 2019",1537.1,1522,1526.1,1522,0.03K,0.54%
"Oct 22, 2019",1528.8,1517.3,1519,1515,0.01K,-0.03%
"Oct 21, 2019",1529.3,1524.9,1524.9,1515,0.11K,-0.37%
"Oct 18, 2019",1535,1526.1,1526.1,1519.5,0.16K,-0.31%
"Oct 17, 2019",1539.8,1519.9,1527.6,1519.9,0.21K,0.29%
"Oct 16, 2019",1535.4,1515.5,1522.2,1510,0.20K,0.68%
"Oct 15, 2019",1525.1,1522.9,1524.5,1513,0.23K,-0.91%
"Oct 14, 2019",1539.1,1529,1530,1524.4,0.03K,0.61%
"Oct 11, 2019",1529.8,1533.7,1534.6,1508,1.04K,-0.72%
"Oct 10, 2019",1540.9,1548,1548,1526,0.13K,-0.73%
"Oct 09, 2019",1552.3,1539.7,1543,1535,0.43K,0.6%
"Oct 08, 2019",1543.1,1524.2,1540,1522.6,0.43K,-0.04%
"Oct 07, 2019",1543.7,1538.9,1538.9,1522.2,0.16K,-0.53%
"Oct 04, 2019",1551.9,1541.3,1541.3,1530.2,0.07K,-0.04%
"Oct 03, 2019",1552.5,1536.8,1551.8,1535.2,0.00K,0.23%
"Oct 02, 2019",1549,1512.8,1536.3,1509.9,0.00K,1.23%
"Oct 01, 2019",1530.2,1502.6,1520,1499,0.00K,1.04%
"Sep 30, 2019",1514.5,1533,1533,1500.1,0.51K,-2.18%
"Sep 27, 2019",1548.3,1538.3,1538.3,1525.7,0.17K,-0.26%
"Sep 26, 2019",1552.3,1538.9,1547,1538,0.25K,0.19%
"Sep 25, 2019",1549.3,1572,1572,1539.1,0.25K,-1.78%
"Sep 24, 2019",1577.4,1560.1,1573,1554.9,0.51K,0.54%
"Sep 23, 2019",1568.9,1556.6,1562.5,1556.6,0.02K,1.05%
"Sep 20, 2019",1552.6,1537.8,1553.5,1537.8,0.10K,0.61%
"Sep 19, 2019",1543.2,1528.8,1540.4,1528.8,0.16K,-0.62%
"Sep 18, 2019",1552.9,1538.9,1549,1530.4,0.50K,0.13%
"Sep 17, 2019",1550.9,1538.8,1542.3,1538.8,0.01K,0.12%
"Sep 16, 2019",1549.1,1542.6,1546.5,1536.4,0.69K,0.77%
"Sep 13, 2019",1537.3,1543.4,1543.4,1525.6,0.18K,-0.44%
"Sep 12, 2019",1544.1,1530.4,1558.6,1530.4,0.41K,0.38%
"Sep 11, 2019",1538.3,1528.8,1534.4,1528.8,0.04K,0.28%
"Sep 10, 2019",1534,1531.9,1532.6,1524.9,0.16K,-0.74%
"Sep 09, 2019",1545.5,1540.1,1546.6,1534.1,0.24K,-0.24%
"Sep 06, 2019",1549.2,1551,1559.9,1539.2,0.06K,-0.62%
"Sep 05, 2019",1558.8,1579.5,1584.1,1544.9,0.10K,-2.17%
"Sep 04, 2019",1593.3,1582.7,1590.7,1572,0.03K,0.26%
"Sep 03, 2019",1589.1,1562.8,1583.9,1561.2,0.24K,3.51%
"Sep 02, 2019",1535.15,1537.95,1540.05,1528.15,-,-0.19%
"Sep 01, 2019",1538.05,1535.25,1542.9,1535.25,-,-1.6%
"Aug 30, 2019",1563.1,1564.1,1566.9,1555,0.45K,-0.43%
"Aug 29, 2019",1569.9,1571.9,1578.8,1562,0.25K,-0.71%
"Aug 28, 2019",1581.2,1572.3,1578,1571.6,0.24K,-0.21%
"Aug 27, 2019",1584.5,1566.2,1579.3,1564.6,0.17K,0.94%
"Aug 26, 2019",1569.8,1584.5,1584.5,1563.2,0.07K,-0.03%
"Aug 23, 2019",1570.2,1539,1563.5,1537.3,0.26K,1.89%
"Aug 22, 2019",1541.1,1534.3,1538.8,1530.5,0.25K,-0.46%
"Aug 21, 2019",1548.2,1532.7,1540.6,1532.7,0.56K,0.01%
"Aug 20, 2019",1548,1530.2,1540.7,1530.2,0.17K,0.26%
"Aug 19, 2019",1544,1543.9,1543.9,1531,0.35K,-0.78%
"Aug 16, 2019",1556.2,1557.4,1557.7,1541.3,0.16K,-0.48%
"Aug 15, 2019",1563.7,1553,1561.2,1546,0.29K,0.17%
"Aug 14, 2019",1561,1538.5,1553.1,1532.6,0.24K,0.86%
"Aug 13, 2019",1547.7,1556.2,1571.7,1523.1,0.07K,-0.15%
"Aug 12, 2019",1550,1536,1550.1,1526.4,0.16K,0.55%
"Aug 09, 2019",1541.5,1542.8,1543.8,1535,0.09K,-0.03%
"Aug 08, 2019",1542,1533,1542.1,1532.6,0.06K,-0.62%
"Aug 07, 2019",1551.6,1510.6,1547.7,1510.6,0.11K,2.3%
"Aug 06, 2019",1516.7,1507.2,1511.1,1498.6,0.14K,0.47%
"Aug 05, 2019",1509.6,1487.4,1505,1487.4,0.07K,1.16%
"Aug 02, 2019",1492.3,1476.2,1476.2,1476.2,0.08K,1.62%
"Aug 01, 2019",1468.5,1450.8,1485.6,1443.3,0.15K,-0.33%
"Jul 31, 2019",1473.3,1460.5,1469.6,1452.9,0.13K,-0.27%
"Jul 30, 2019",1477.3,1469,1472.4,1469,0.02K,0.6%
"Jul 29, 2019",1468.5,1461.7,1461.7,1461.7,1.05K,0.09%
"Jul 26, 2019",1467.2,1460.4,1460.4,1460.4,0.56K,0.41%
"Jul 25, 2019",1461.2,1465.1,1468,1456.1,0.81K,-0.58%
"Jul 24, 2019",1469.7,1467.2,1467.2,1467.2,0.04K,0.14%
"Jul 23, 2019",1467.6,1458.6,1459.6,1458.6,0.25K,-0.35%
"Jul 22, 2019",1472.8,1466,1466,1466,0.61K,0.03%
"Jul 19, 2019",1472.3,1483.3,1487.4,1461.5,0.02K,-0.12%
"Jul 18, 2019",1474,1464.4,1488.5,1459.4,0.02K,0.32%
"Jul 17, 2019",1469.3,1455,1467.3,1455,0.02K,0.87%
"Jul 16, 2019",1456.6,1453.4,1453.4,1453.4,0.02K,-0.12%
"Jul 15, 2019",1458.4,1452.3,1452.3,1452.3,0.99K,0.1%
"Jul 12, 2019",1457,1450.9,1450.9,1450.9,0.05K,0.39%
"Jul 11, 2019",1451.4,1461.4,1467.2,1461.4,0.01K,-0.36%
"Jul 10, 2019",1456.6,1450.5,1450.5,1450.5,0.07K,0.84%
"Jul 09, 2019",1444.4,1430.6,1430.8,1430.6,0.02K,0.07%
"Jul 08, 2019",1443.4,1436.9,1436.9,1436.9,0.05K,0.05%
"Jul 05, 2019",1442.7,1428,1433,1428,0.02K,1.35%
"Jul 04, 2019",1423.55,1421.25,1426.65,1412.85,-,-2.64%
"Jul 03, 2019",1462.1,1465.5,1465.5,1461.9,0.00K,0.91%
"Jul 02, 2019",1448.9,1428.6,1428.6,1428.6,0.07K,1.34%
"Jul 01, 2019",1429.7,1444,1444,1424.4,0.01K,-1.6%
"Jun 28, 2019",1452.9,1451,1451,1445.7,0.06K,0.16%
"Jun 27, 2019",1450.6,1444.5,1444.5,1444.5,0.06K,-0.23%
"Jun 26, 2019",1453.9,1441.9,1445.4,1440.5,0.04K,-0.24%
"Jun 25, 2019",1457.4,1461.3,1473.9,1448.7,0.09K,0.03%
"Jun 24, 2019",1457,1439.1,1449.6,1439,0.01K,1.25%
"Jun 21, 2019",1439,1444,1444,1419.6,0.02K,0.21%
"Jun 20, 2019",1436,1419.1,1428.7,1417.4,0.41K,3.22%
"Jun 19, 2019",1391.2,1382.1,1382.1,1382.1,0.09K,-0.26%
"Jun 18, 2019",1394.8,1379.7,1394.5,1379.7,0.18K,0.56%
"Jun 17, 2019",1387,1379.7,1384.2,1379.7,0.02K,-0.14%
